# This file was produced by bcftools stats (1.24+htslib-1.24) and can be plotted using plot-vcfstats.
# The command line was:	bcftools stats  results/variants/NIST7035_filtered_variants.vcf.gz
#
# Definition of sets:
# ID	[2]id	[3]tab-separated file names
ID	0	results/variants/NIST7035_filtered_variants.vcf.gz
# SN, Summary numbers:
#   number of records   .. number of data rows in the VCF
#   number of no-ALTs   .. reference-only sites, ALT is either "." or identical to REF
#   number of SNPs      .. number of rows with a SNP
#   number of MNPs      .. number of rows with a MNP, such as CC>TT
#   number of indels    .. number of rows with an indel
#   number of others    .. number of rows with other type, for example a symbolic allele or
#                          a complex substitution, such as ACT>TCGA
#   number of multiallelic sites     .. number of rows with multiple alternate alleles
#   number of multiallelic SNP sites .. number of rows with multiple alternate alleles, all SNPs
#
#   Note that rows containing multiple types will be counted multiple times, in each
#   counter. For example, a row with a SNP and an indel increments both the SNP and
#   the indel counter.
#
# SN	[2]id	[3]key	[4]value
SN	0	number of samples:	1
SN	0	number of records:	283102
SN	0	number of no-ALTs:	0
SN	0	number of SNPs:	249261
SN	0	number of MNPs:	0
SN	0	number of indels:	33879
SN	0	number of others:	0
SN	0	number of multiallelic sites:	757
SN	0	number of multiallelic SNP sites:	60
# TSTV, transitions/transversions
#   - transitions, see https://en.wikipedia.org/wiki/Transition_(genetics)
#   - transversions, see https://en.wikipedia.org/wiki/Transversion
# TSTV	[2]id	[3]ts	[4]tv	[5]ts/tv	[6]ts (1st ALT)	[7]tv (1st ALT)	[8]ts/tv (1st ALT)
TSTV	0	149710	99611	1.50	149656	99518	1.50
# SiS, Singleton stats:
#   - allele count, i.e. the number of singleton genotypes (AC=1)
#   - number of transitions, see above
#   - number of transversions, see above
#   - repeat-consistent, inconsistent and n/a: experimental and useless stats [DEPRECATED]
# SiS	[2]id	[3]allele count	[4]number of SNPs	[5]number of transitions	[6]number of transversions	[7]number of indels	[8]repeat-consistent	[9]repeat-inconsistent	[10]not applicable
SiS	0	1	72374	46949	25425	12558	0	0	12558
# AF, Stats by non-reference allele frequency:
# AF	[2]id	[3]allele frequency	[4]number of SNPs	[5]number of transitions	[6]number of transversions	[7]number of indels	[8]repeat-consistent	[9]repeat-inconsistent	[10]not applicable
AF	0	0.000000	72374	46949	25425	12558	0	0	12558
AF	0	0.990000	176947	102761	74186	21859	0	0	21859
# QUAL, Stats by quality
# QUAL	[2]id	[3]Quality	[4]number of SNPs	[5]number of transitions (1st ALT)	[6]number of transversions (1st ALT)	[7]number of indels
QUAL	0	1030.0	11	10	1	0
QUAL	0	1030.6	6	5	1	0
QUAL	0	1031.0	13	9	4	1
QUAL	0	1031.6	8	5	3	0
QUAL	0	1032.0	13	8	5	1
QUAL	0	1032.6	8	7	1	0
QUAL	0	1033.0	9	7	2	0
QUAL	0	1033.1	1	0	1	0
QUAL	0	1033.3	1	0	1	0
QUAL	0	1033.6	5	3	2	0
QUAL	0	1034.0	15	13	2	1
QUAL	0	1034.1	1	0	1	0
QUAL	0	1034.6	6	4	2	0
QUAL	0	1035.0	13	11	2	3
QUAL	0	1035.6	7	5	2	1
QUAL	0	1036.0	18	14	4	0
QUAL	0	1036.6	8	5	3	0
QUAL	0	1037.0	13	9	4	2
QUAL	0	1037.6	10	8	2	4
QUAL	0	1038.0	12	6	6	0
QUAL	0	1038.6	9	5	4	1
QUAL	0	1039.0	13	9	4	0
QUAL	0	1039.6	5	5	0	1
QUAL	0	1039.9	1	1	0	0
QUAL	0	1040.0	12	11	1	0
QUAL	0	1040.6	10	4	6	0
QUAL	0	1041.0	12	6	6	1
QUAL	0	1041.6	6	3	3	0
QUAL	0	1042.0	12	12	0	2
QUAL	0	1042.6	15	12	3	0
QUAL	0	1043.0	19	13	6	0
QUAL	0	1043.6	8	4	4	0
QUAL	0	1044.0	12	8	4	1
QUAL	0	1044.6	6	5	1	2
QUAL	0	1045.0	16	12	4	0
QUAL	0	1045.6	10	6	4	0
QUAL	0	1046.0	15	12	3	2
QUAL	0	1046.6	10	9	1	1
QUAL	0	1047.0	13	13	0	0
QUAL	0	1047.6	9	5	4	1
QUAL	0	1048.0	13	12	1	2
QUAL	0	1048.6	2	2	0	2
QUAL	0	1049.0	12	8	4	3
QUAL	0	1049.6	11	5	6	0
QUAL	0	1049.7	0	0	0	1
QUAL	0	1050.0	12	8	4	4
QUAL	0	1050.6	3	2	1	0
QUAL	0	1051.0	11	7	4	0
QUAL	0	1051.6	6	4	2	0
QUAL	0	1052.0	7	6	1	0
QUAL	0	1052.6	7	3	4	0
QUAL	0	1053.0	10	7	3	2
QUAL	0	1053.6	4	2	2	0
QUAL	0	1054.0	9	7	2	3
QUAL	0	1054.6	7	4	3	0
QUAL	0	1055.0	14	13	1	1
QUAL	0	1055.6	8	5	3	0
QUAL	0	1056.0	15	13	2	3
QUAL	0	1056.6	1	1	0	1
QUAL	0	1057.0	18	12	6	2
QUAL	0	1057.6	3	1	2	0
QUAL	0	1058.0	11	5	6	0
QUAL	0	1058.6	7	7	0	1
QUAL	0	1058.9	1	1	0	0
QUAL	0	1059.0	16	10	6	2
QUAL	0	1059.6	6	5	1	0
QUAL	0	1060.0	12	9	3	1
QUAL	0	1060.6	4	4	0	1
QUAL	0	1061.0	12	9	3	1
QUAL	0	1061.6	4	2	2	0
QUAL	0	1062.0	11	9	2	1
QUAL	0	1062.6	6	4	2	0
QUAL	0	1063.0	11	9	2	1
QUAL	0	1063.6	9	8	1	0
QUAL	0	1064.0	4	3	1	1
QUAL	0	1064.6	4	4	0	0
QUAL	0	1064.7	1	0	1	0
QUAL	0	1065.0	15	13	2	2
QUAL	0	1065.6	12	5	7	2
QUAL	0	1066.0	26	20	6	2
QUAL	0	1066.6	8	4	4	1
QUAL	0	1067.0	10	7	3	1
QUAL	0	1067.6	8	5	3	0
QUAL	0	1068.0	14	10	4	2
QUAL	0	1068.6	5	4	1	0
QUAL	0	1069.0	11	7	4	0
QUAL	0	1069.6	7	5	2	0
QUAL	0	1070.0	15	10	5	0
QUAL	0	1070.6	9	7	2	0
QUAL	0	1071.0	12	5	7	0
QUAL	0	1071.6	10	5	5	1
QUAL	0	1072.0	11	10	1	1
QUAL	0	1072.6	8	6	2	0
QUAL	0	1073.0	11	10	1	0
QUAL	0	1073.6	6	6	0	0
QUAL	0	1074.0	11	6	5	0
QUAL	0	1074.6	4	2	2	0
QUAL	0	1075.0	16	12	4	1
QUAL	0	1075.6	4	2	2	1
QUAL	0	1076.0	15	11	4	1
QUAL	0	1076.6	5	5	0	1
QUAL	0	1077.0	11	5	6	0
QUAL	0	1077.6	4	3	1	0
QUAL	0	1078.0	13	8	5	0
QUAL	0	1078.6	10	7	3	1
QUAL	0	1079.0	17	13	4	2
QUAL	0	1079.6	6	3	3	0
QUAL	0	1080.0	14	13	1	0
QUAL	0	1081.0	7	4	3	0
QUAL	0	1081.6	8	3	5	0
QUAL	0	1082.0	11	9	2	1
QUAL	0	1082.6	2	2	0	2
QUAL	0	1083.0	15	9	6	1
QUAL	0	1083.6	1	1	0	1
QUAL	0	1083.9	0	0	0	1
QUAL	0	1084.0	14	12	2	0
QUAL	0	1084.6	5	4	1	0
QUAL	0	1085.0	19	14	5	1
QUAL	0	1085.6	6	4	2	1
QUAL	0	1086.0	10	6	4	0
QUAL	0	1086.6	2	1	1	0
QUAL	0	1087.0	11	7	4	2
QUAL	0	1087.6	8	5	3	2
QUAL	0	1088.0	12	6	6	3
QUAL	0	1088.6	8	6	2	0
QUAL	0	1089.0	10	7	3	1
QUAL	0	1089.6	4	4	0	0
QUAL	0	1090.0	9	6	3	1
QUAL	0	1090.6	4	2	2	0
QUAL	0	1091.0	23	11	12	1
QUAL	0	1091.6	6	4	2	0
QUAL	0	1092.0	19	16	3	0
QUAL	0	1092.6	6	6	0	3
QUAL	0	1093.0	10	5	5	0
QUAL	0	1093.6	4	3	1	1
QUAL	0	1094.0	7	4	3	0
QUAL	0	1094.6	3	3	0	0
QUAL	0	1095.0	7	4	3	0
QUAL	0	1095.6	8	4	4	0
QUAL	0	1096.0	12	10	2	1
QUAL	0	1096.6	4	3	1	0
QUAL	0	1097.0	10	8	2	1
QUAL	0	1097.6	6	3	3	1
QUAL	0	1098.0	11	8	3	3
QUAL	0	1098.6	7	5	2	1
QUAL	0	1099.0	14	9	5	2
QUAL	0	1099.6	4	2	2	0
QUAL	0	1100.0	10	8	2	1
QUAL	0	1100.6	2	1	1	0
QUAL	0	1101.0	9	8	1	0
QUAL	0	1101.6	4	3	1	1
QUAL	0	1102.0	11	8	3	1
QUAL	0	1102.6	4	3	1	2
QUAL	0	1103.0	6	5	1	1
QUAL	0	1103.4	0	0	0	1
QUAL	0	1103.6	5	3	2	0
QUAL	0	1104.0	12	10	2	0
QUAL	0	1104.6	9	5	4	1
QUAL	0	1105.0	8	7	1	0
QUAL	0	1105.6	2	2	0	0
QUAL	0	1106.0	13	7	6	1
QUAL	0	1106.6	6	3	3	1
QUAL	0	1107.0	14	10	4	1
QUAL	0	1107.6	5	5	0	0
QUAL	0	1108.0	11	9	2	2
QUAL	0	1108.6	6	4	2	2
QUAL	0	1109.0	21	15	6	0
QUAL	0	1109.6	4	2	2	1
QUAL	0	1110.0	16	14	2	0
QUAL	0	1110.3	0	0	0	1
QUAL	0	1110.6	6	5	1	1
QUAL	0	1111.0	25	17	8	5
QUAL	0	1111.6	3	0	3	0
QUAL	0	1112.0	5	5	0	0
QUAL	0	1112.6	5	4	1	0
QUAL	0	1113.0	14	8	6	3
QUAL	0	1113.6	5	2	3	1
QUAL	0	1114.0	7	4	3	0
QUAL	0	1114.6	5	4	1	0
QUAL	0	1115.0	10	5	5	0
QUAL	0	1115.6	5	4	1	1
QUAL	0	1116.0	8	4	4	2
QUAL	0	1116.6	0	0	0	1
QUAL	0	1117.0	12	8	4	0
QUAL	0	1117.2	1	1	0	0
QUAL	0	1117.6	3	3	0	0
QUAL	0	1118.0	8	6	2	1
QUAL	0	1118.6	4	4	0	0
QUAL	0	1118.8	0	0	0	1
QUAL	0	1119.0	16	10	6	1
QUAL	0	1119.6	9	6	3	0
QUAL	0	1120.0	9	5	4	2
QUAL	0	1120.6	9	6	3	1
QUAL	0	1120.8	2	2	0	0
QUAL	0	1121.0	11	6	5	0
QUAL	0	1121.6	6	2	4	1
QUAL	0	1121.8	0	0	0	1
QUAL	0	1122.0	15	10	5	0
QUAL	0	1122.6	4	2	2	1
QUAL	0	1123.0	15	11	4	1
QUAL	0	1123.6	4	3	1	0
QUAL	0	1124.0	14	9	5	0
QUAL	0	1124.6	3	1	2	0
QUAL	0	1125.0	18	10	8	1
QUAL	0	1125.6	4	2	2	0
QUAL	0	1126.0	14	11	3	2
QUAL	0	1126.6	4	4	0	0
QUAL	0	1127.0	12	6	6	1
QUAL	0	1127.6	3	2	1	2
QUAL	0	1128.0	7	5	2	0
QUAL	0	1128.6	5	5	0	0
QUAL	0	1129.0	14	8	6	1
QUAL	0	1129.6	4	1	3	0
QUAL	0	1130.0	7	5	2	0
QUAL	0	1130.6	4	1	3	0
QUAL	0	1131.0	13	8	5	0
QUAL	0	1131.6	7	4	3	0
QUAL	0	1132.0	11	7	4	1
QUAL	0	1132.6	5	2	3	0
QUAL	0	1133.0	16	14	2	3
QUAL	0	1133.1	1	1	0	0
QUAL	0	1133.6	2	2	0	1
QUAL	0	1134.0	15	8	7	0
QUAL	0	1134.6	8	4	4	1
QUAL	0	1135.0	11	10	1	1
QUAL	0	1135.6	8	4	4	1
QUAL	0	1136.0	14	13	1	0
QUAL	0	1136.6	4	4	0	1
QUAL	0	1137.0	11	8	3	1
QUAL	0	1137.6	2	1	1	0
QUAL	0	1138.0	12	8	4	0
QUAL	0	1138.6	5	3	2	0
QUAL	0	1139.0	5	3	2	0
QUAL	0	1139.6	7	5	2	0
QUAL	0	1140.0	14	11	3	2
QUAL	0	1140.6	3	3	0	0
QUAL	0	1141.0	8	4	4	1
QUAL	0	1141.6	2	2	0	0
QUAL	0	1142.0	13	8	5	0
QUAL	0	1142.6	11	8	3	0
QUAL	0	1143.0	14	10	4	1
QUAL	0	1143.6	3	1	2	0
QUAL	0	1144.0	10	6	4	2
QUAL	0	1144.6	2	1	1	2
QUAL	0	1145.0	16	9	7	1
QUAL	0	1145.6	4	4	0	0
QUAL	0	1146.0	10	6	4	1
QUAL	0	1146.6	1	0	1	0
QUAL	0	1147.0	8	5	3	1
QUAL	0	1147.6	1	1	0	0
QUAL	0	1148.0	9	2	7	3
QUAL	0	1148.6	5	4	1	0
QUAL	0	1149.0	16	10	6	1
QUAL	0	1149.6	8	4	4	1
QUAL	0	1150.0	16	14	2	1
QUAL	0	1150.6	5	2	3	1
QUAL	0	1151.0	10	9	1	1
QUAL	0	1151.6	1	1	0	0
QUAL	0	1152.0	14	10	4	0
QUAL	0	1152.6	4	1	3	0
QUAL	0	1153.0	9	7	2	1
QUAL	0	1153.6	9	8	1	0
QUAL	0	1154.0	10	7	3	1
QUAL	0	1154.4	2	2	0	0
QUAL	0	1154.6	2	1	1	0
QUAL	0	1155.0	14	12	2	1
QUAL	0	1155.6	8	4	4	2
QUAL	0	1156.0	14	12	2	8
QUAL	0	1156.6	1	1	0	0
QUAL	0	1157.0	9	5	4	1
QUAL	0	1157.6	4	4	0	0
QUAL	0	1158.0	13	10	3	2
QUAL	0	1158.6	7	5	2	1
QUAL	0	1159.0	14	11	3	0
QUAL	0	1159.6	7	5	2	0
QUAL	0	1160.0	14	11	3	0
QUAL	0	1160.6	3	3	0	1
QUAL	0	1161.0	12	8	4	1
QUAL	0	1161.1	1	1	0	0
QUAL	0	1161.6	12	8	4	0
QUAL	0	1162.0	14	10	4	1
QUAL	0	1162.6	4	4	0	0
QUAL	0	1163.0	4	3	1	4
QUAL	0	1163.6	3	3	0	0
QUAL	0	1164.0	13	9	4	0
QUAL	0	1164.6	7	5	2	2
QUAL	0	1165.0	14	9	5	2
QUAL	0	1165.6	3	2	1	0
QUAL	0	1166.0	9	6	3	1
QUAL	0	1166.6	3	1	2	0
QUAL	0	1167.0	13	8	5	1
QUAL	0	1167.6	4	3	1	0
QUAL	0	1168.0	10	6	4	1
QUAL	0	1168.6	5	3	2	0
QUAL	0	1169.0	14	12	2	0
QUAL	0	1169.6	6	5	1	0
QUAL	0	1170.0	9	8	1	2
QUAL	0	1170.6	1	1	0	1
QUAL	0	1171.0	11	9	2	0
QUAL	0	1171.6	6	5	1	1
QUAL	0	1172.0	9	4	5	0
QUAL	0	1172.6	1	1	0	0
QUAL	0	1173.0	6	3	3	0
QUAL	0	1173.6	4	2	2	0
QUAL	0	1174.0	10	5	5	0
QUAL	0	1174.6	3	1	2	0
QUAL	0	1175.0	9	6	3	0
QUAL	0	1175.6	2	1	1	1
QUAL	0	1176.0	4	3	1	1
QUAL	0	1176.6	6	3	3	0
QUAL	0	1177.0	14	11	3	1
QUAL	0	1177.6	6	3	3	0
QUAL	0	1178.0	7	6	1	0
QUAL	0	1178.6	2	1	1	1
QUAL	0	1179.0	9	4	5	0
QUAL	0	1179.6	3	2	1	0
QUAL	0	1180.0	13	11	2	0
QUAL	0	1180.6	3	2	1	0
QUAL	0	1181.0	16	13	3	2
QUAL	0	1181.6	5	2	3	0
QUAL	0	1182.0	8	4	4	1
QUAL	0	1182.6	11	8	3	1
QUAL	0	1183.0	10	3	7	1
QUAL	0	1183.6	8	4	4	0
QUAL	0	1184.0	5	3	2	2
QUAL	0	1184.6	2	0	2	0
QUAL	0	1185.0	10	6	4	2
QUAL	0	1185.6	5	4	1	1
QUAL	0	1186.0	7	4	3	3
QUAL	0	1186.6	7	5	2	0
QUAL	0	1187.0	12	8	4	1
QUAL	0	1187.6	4	2	2	1
QUAL	0	1188.0	12	5	7	2
QUAL	0	1188.6	5	4	1	0
QUAL	0	1188.9	0	0	0	1
QUAL	0	1189.0	10	8	2	3
QUAL	0	1189.6	5	4	1	0
QUAL	0	1190.0	9	6	3	1
QUAL	0	1190.6	1	1	0	0
QUAL	0	1191.0	17	14	3	1
QUAL	0	1191.6	7	5	2	1
QUAL	0	1192.0	10	5	5	0
QUAL	0	1192.6	5	4	1	2
QUAL	0	1193.0	13	9	4	1
QUAL	0	1193.6	4	4	0	0
QUAL	0	1194.0	15	11	4	3
QUAL	0	1194.6	4	3	1	0
QUAL	0	1195.0	10	7	3	0
QUAL	0	1195.1	1	0	1	0
QUAL	0	1195.6	7	3	4	0
QUAL	0	1196.0	9	8	1	2
QUAL	0	1196.6	3	3	0	0
QUAL	0	1197.0	16	10	6	0
QUAL	0	1197.6	5	4	1	0
QUAL	0	1198.0	10	5	5	0
QUAL	0	1198.6	5	4	1	2
QUAL	0	1199.0	8	8	0	3
QUAL	0	1199.6	4	3	1	1
QUAL	0	1200.0	11	9	2	0
QUAL	0	1200.6	4	3	1	0
QUAL	0	1201.0	17	9	8	4
QUAL	0	1201.6	6	4	2	1
QUAL	0	1202.0	13	7	6	3
QUAL	0	1202.6	1	0	1	0
QUAL	0	1203.0	11	6	5	1
QUAL	0	1203.6	2	1	1	0
QUAL	0	1204.0	13	7	6	2
QUAL	0	1204.6	7	4	3	1
QUAL	0	1205.0	8	6	2	0
QUAL	0	1205.6	3	2	1	0
QUAL	0	1206.0	7	6	1	1
QUAL	0	1206.6	2	1	1	0
QUAL	0	1207.0	6	4	2	1
QUAL	0	1207.6	2	1	1	1
QUAL	0	1208.0	9	7	2	0
QUAL	0	1208.6	3	0	3	2
QUAL	0	1209.0	6	5	1	1
QUAL	0	1209.6	6	6	0	0
QUAL	0	1210.0	12	6	6	1
QUAL	0	1210.6	6	3	3	0
QUAL	0	1211.0	3	2	1	1
QUAL	0	1211.6	6	4	2	0
QUAL	0	1212.0	14	6	8	1
QUAL	0	1212.6	4	3	1	1
QUAL	0	1213.0	4	3	1	0
QUAL	0	1213.6	5	3	2	1
QUAL	0	1214.0	5	3	2	1
QUAL	0	1214.6	6	5	1	0
QUAL	0	1215.0	8	5	3	0
QUAL	0	1215.6	6	5	1	1
QUAL	0	1216.0	8	5	3	0
QUAL	0	1216.6	3	3	0	0
QUAL	0	1217.0	6	5	1	0
QUAL	0	1217.6	2	2	0	0
QUAL	0	1218.0	15	10	5	3
QUAL	0	1218.6	6	5	1	1
QUAL	0	1219.0	8	7	1	0
QUAL	0	1219.6	2	2	0	1
QUAL	0	1220.0	7	6	1	3
QUAL	0	1220.6	7	6	1	0
QUAL	0	1221.0	7	5	2	0
QUAL	0	1221.6	4	3	1	0
QUAL	0	1222.0	9	8	1	0
QUAL	0	1222.6	4	3	1	0
QUAL	0	1223.0	12	7	5	2
QUAL	0	1224.0	9	8	1	2
QUAL	0	1224.6	7	4	3	0
QUAL	0	1225.0	9	7	2	0
QUAL	0	1225.6	5	3	2	0
QUAL	0	1226.0	8	4	4	1
QUAL	0	1226.6	1	1	0	0
QUAL	0	1227.0	13	8	5	1
QUAL	0	1227.6	2	0	2	0
QUAL	0	1228.0	12	9	3	1
QUAL	0	1228.6	3	3	0	0
QUAL	0	1229.0	9	7	2	0
QUAL	0	1229.6	2	1	1	0
QUAL	0	1230.0	7	3	4	0
QUAL	0	1230.6	6	4	2	0
QUAL	0	1231.0	9	6	3	2
QUAL	0	1231.6	2	2	0	1
QUAL	0	1232.0	9	7	2	1
QUAL	0	1232.6	3	2	1	0
QUAL	0	1233.0	6	6	0	2
QUAL	0	1233.6	7	6	1	0
QUAL	0	1234.0	11	9	2	2
QUAL	0	1234.6	6	4	2	1
QUAL	0	1235.0	7	7	0	1
QUAL	0	1235.6	3	1	2	0
QUAL	0	1236.0	9	6	3	0
QUAL	0	1236.6	4	2	2	0
QUAL	0	1237.0	14	10	4	0
QUAL	0	1237.6	5	2	3	0
QUAL	0	1238.0	10	6	4	1
QUAL	0	1238.6	4	3	1	0
QUAL	0	1239.0	8	5	3	0
QUAL	0	1239.6	3	3	0	0
QUAL	0	1240.0	12	7	5	1
QUAL	0	1240.6	2	1	1	0
QUAL	0	1241.0	9	5	4	1
QUAL	0	1241.6	1	0	1	0
QUAL	0	1242.0	11	9	2	0
QUAL	0	1242.6	8	5	3	0
QUAL	0	1243.0	12	10	2	1
QUAL	0	1243.6	7	5	2	1
QUAL	0	1244.0	5	5	0	2
QUAL	0	1244.6	5	4	1	1
QUAL	0	1245.0	10	3	7	4
QUAL	0	1245.6	6	3	3	1
QUAL	0	1246.0	23	16	7	15
QUAL	0	1246.6	5	5	0	0
QUAL	0	1247.0	11	9	2	0
QUAL	0	1247.6	6	5	1	1
QUAL	0	1248.0	2	1	1	0
QUAL	0	1248.6	6	5	1	0
QUAL	0	1249.0	11	8	3	0
QUAL	0	1249.6	3	1	2	0
QUAL	0	1250.0	8	5	3	0
QUAL	0	1250.6	7	5	2	1
QUAL	0	1251.0	12	8	4	0
QUAL	0	1251.6	2	1	1	0
QUAL	0	1252.0	10	8	2	1
QUAL	0	1252.6	2	1	1	2
QUAL	0	1253.0	9	8	1	0
QUAL	0	1253.6	2	2	0	0
QUAL	0	1254.0	6	4	2	0
QUAL	0	1254.6	9	7	2	1
QUAL	0	1255.0	8	6	2	1
QUAL	0	1255.6	7	6	1	0
QUAL	0	1256.0	13	11	2	1
QUAL	0	1256.6	3	3	0	0
QUAL	0	1257.0	11	11	0	1
QUAL	0	1257.1	1	1	0	0
QUAL	0	1257.6	6	6	0	0
QUAL	0	1258.0	10	7	3	0
QUAL	0	1258.6	1	0	1	0
QUAL	0	1259.0	5	2	3	0
QUAL	0	1259.6	3	2	1	0
QUAL	0	1260.0	11	8	3	1
QUAL	0	1260.6	7	4	3	1
QUAL	0	1261.0	5	3	2	1
QUAL	0	1261.6	1	1	0	1
QUAL	0	1262.0	10	4	6	1
QUAL	0	1262.6	4	3	1	0
QUAL	0	1263.0	9	6	3	0
QUAL	0	1263.6	2	0	2	0
QUAL	0	1264.0	11	8	3	1
QUAL	0	1264.6	3	1	2	0
QUAL	0	1265.0	13	7	6	2
QUAL	0	1265.6	1	0	1	1
QUAL	0	1266.0	13	10	3	0
QUAL	0	1266.6	4	3	1	1
QUAL	0	1267.0	7	5	2	0
QUAL	0	1267.6	7	7	0	1
QUAL	0	1268.0	8	6	2	0
QUAL	0	1268.6	3	2	1	0
QUAL	0	1269.0	12	8	4	1
QUAL	0	1269.6	2	2	0	0
QUAL	0	1270.0	13	7	6	1
QUAL	0	1270.6	3	3	0	0
QUAL	0	1271.0	8	8	0	1
QUAL	0	1271.6	1	0	1	0
QUAL	0	1272.0	10	9	1	0
QUAL	0	1272.6	5	4	1	0
QUAL	0	1273.0	3	2	1	1
QUAL	0	1273.6	1	1	0	1
QUAL	0	1274.0	8	6	2	0
QUAL	0	1274.6	2	2	0	0
QUAL	0	1275.0	14	7	7	0
QUAL	0	1275.6	4	4	0	0
QUAL	0	1276.0	7	7	0	0
QUAL	0	1277.0	10	8	2	0
QUAL	0	1277.6	2	2	0	0
QUAL	0	1278.0	8	5	3	0
QUAL	0	1278.6	2	2	0	0
QUAL	0	1279.0	5	3	2	1
QUAL	0	1279.6	3	2	1	0
QUAL	0	1280.0	14	7	7	1
QUAL	0	1280.6	2	2	0	0
QUAL	0	1281.0	10	7	3	0
QUAL	0	1281.6	4	3	1	0
QUAL	0	1282.0	7	6	1	1
QUAL	0	1282.6	4	3	1	0
QUAL	0	1283.0	7	6	1	0
QUAL	0	1283.6	4	1	3	0
QUAL	0	1284.0	15	11	4	0
QUAL	0	1284.6	2	2	0	0
QUAL	0	1285.0	9	5	4	4
QUAL	0	1285.6	8	5	3	1
QUAL	0	1286.0	15	9	6	1
QUAL	0	1286.1	1	0	1	0
QUAL	0	1286.6	7	6	1	1
QUAL	0	1287.0	6	4	2	0
QUAL	0	1287.6	2	2	0	1
QUAL	0	1288.0	10	9	1	1
QUAL	0	1288.6	3	3	0	0
QUAL	0	1289.0	6	3	3	3
QUAL	0	1289.6	5	5	0	0
QUAL	0	1290.0	8	4	4	1
QUAL	0	1290.6	3	1	2	0
QUAL	0	1291.0	20	16	4	8
QUAL	0	1291.6	1	1	0	0
QUAL	0	1292.0	13	9	4	0
QUAL	0	1292.6	1	1	0	0
QUAL	0	1293.0	4	4	0	0
QUAL	0	1293.6	2	2	0	2
QUAL	0	1293.9	0	0	0	1
QUAL	0	1294.0	11	8	3	0
QUAL	0	1294.6	3	2	1	0
QUAL	0	1295.0	11	8	3	0
QUAL	0	1295.6	2	1	1	0
QUAL	0	1296.0	10	7	3	1
QUAL	0	1296.6	1	1	0	0
QUAL	0	1297.0	8	6	2	0
QUAL	0	1297.6	5	2	3	1
QUAL	0	1298.0	8	6	2	0
QUAL	0	1299.0	8	5	3	0
QUAL	0	1300.0	13	11	2	1
QUAL	0	1300.6	4	3	1	0
QUAL	0	1301.0	8	5	3	0
QUAL	0	1301.6	4	2	2	1
QUAL	0	1302.0	7	6	1	0
QUAL	0	1302.6	5	1	4	1
QUAL	0	1303.0	8	5	3	0
QUAL	0	1303.6	3	3	0	0
QUAL	0	1304.0	10	4	6	0
QUAL	0	1305.0	5	4	1	0
QUAL	0	1305.1	1	1	0	0
QUAL	0	1305.6	2	2	0	0
QUAL	0	1306.0	11	6	5	3
QUAL	0	1306.6	2	1	1	0
QUAL	0	1307.0	11	9	2	0
QUAL	0	1307.6	2	2	0	0
QUAL	0	1308.0	4	4	0	0
QUAL	0	1308.6	1	0	1	0
QUAL	0	1309.0	7	5	2	0
QUAL	0	1309.6	2	1	1	0
QUAL	0	1310.0	10	7	3	1
QUAL	0	1311.0	9	3	6	1
QUAL	0	1311.6	3	2	1	0
QUAL	0	1312.0	6	5	1	0
QUAL	0	1312.6	4	4	0	0
QUAL	0	1313.0	12	11	1	3
QUAL	0	1313.6	4	2	2	0
QUAL	0	1314.0	10	9	1	0
QUAL	0	1314.6	2	1	1	2
QUAL	0	1315.0	7	5	2	0
QUAL	0	1315.6	4	2	2	0
QUAL	0	1316.0	9	8	1	3
QUAL	0	1316.6	1	1	0	0
QUAL	0	1317.0	11	8	3	0
QUAL	0	1317.6	1	0	1	0
QUAL	0	1318.0	14	8	6	2
QUAL	0	1318.6	3	1	2	1
QUAL	0	1319.0	8	4	4	2
QUAL	0	1319.6	3	2	1	0
QUAL	0	1320.0	12	8	4	0
QUAL	0	1320.6	4	3	1	1
QUAL	0	1321.0	10	8	2	0
QUAL	0	1321.6	1	1	0	0
QUAL	0	1322.0	11	7	4	0
QUAL	0	1322.6	2	1	1	0
QUAL	0	1323.0	4	3	1	2
QUAL	0	1323.6	5	3	2	0
QUAL	0	1324.0	8	7	1	2
QUAL	0	1324.6	3	3	0	0
QUAL	0	1325.0	12	9	3	0
QUAL	0	1325.6	1	1	0	1
QUAL	0	1326.0	8	7	1	1
QUAL	0	1326.6	2	1	1	0
QUAL	0	1327.0	12	9	3	1
QUAL	0	1327.6	2	2	0	0
QUAL	0	1328.0	8	6	2	1
QUAL	0	1328.6	4	3	1	0
QUAL	0	1329.0	14	12	2	1
QUAL	0	1329.6	3	2	1	0
QUAL	0	1330.0	5	4	1	2
QUAL	0	1330.6	4	3	1	0
QUAL	0	1331.0	12	9	3	1
QUAL	0	1331.6	2	1	1	0
QUAL	0	1332.0	3	3	0	0
QUAL	0	1333.0	11	9	2	1
QUAL	0	1333.6	4	2	2	0
QUAL	0	1334.0	9	7	2	0
QUAL	0	1334.6	2	1	1	0
QUAL	0	1335.0	5	4	1	0
QUAL	0	1335.6	2	1	1	0
QUAL	0	1336.0	16	9	7	5
QUAL	0	1336.6	2	1	1	0
QUAL	0	1337.0	10	7	3	0
QUAL	0	1337.6	2	1	1	0
QUAL	0	1338.0	10	9	1	1
QUAL	0	1338.6	3	0	3	0
QUAL	0	1339.0	8	7	1	1
QUAL	0	1339.6	1	1	0	1
QUAL	0	1340.0	10	7	3	2
QUAL	0	1340.6	1	0	1	1
